Index,ProductName,ScrapeDate,ScrapedIndex,ScrapedIndexTrueRank,CorrectedIndexTrueRank,ScrapedIndexPrice,CorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType,BBScrapedPrice,BBVendorType,BBVendor,BBCorrectedPrice
5051,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,24,24,28,27.62,27.62,Smile 'n Save™,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5052,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,25,25,29,27.87,27.87,Britt & Jules,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5053,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,26,26,30,27.94,27.94,KINGSRX,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5054,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,27,27,31,27.98,27.98,ez bAZaar,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5055,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,28,28,32,27.99,27.99,e-Shop Direct,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5056,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,29,29,33,28,28,dallastexasmedia,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5057,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,30,30,34,28.08,28.08,The Medicine Shoppe,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5058,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,31,31,35,28.39,28.39,BeautyOnline,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5059,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,32,32,36,30.25,30.25,American Traders Network,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5060,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,33,33,37,30.85,30.85,Boutique Net,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5061,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,34,34,38,31.9,31.9,Noy Junta,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5062,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,35,35,39,32.33,32.33,Box O' Mart,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5063,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,55,45,40,33.66,33.66,Boutique Net,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5064,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,62,49,40,33.66,33.66,Boutique Net,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5065,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,36,36,41,34.19,34.19,Fairy Bless,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5066,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,37,37,42,34.99,34.99,LP Corp,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5067,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,38,38,43,35.89,35.89,discount showcase,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5068,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,56,46,44,36.99,36.99,Myrtle Health,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5069,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,39,39,45,38.95,38.95,ABOVE AND BEYOND STORE,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5070,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,40,39,45,38.95,38.95,Warehouse Direct Store,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5071,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,41,39,45,38.95,38.95,TERRA BEAUTY,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5072,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,42,39,45,38.95,38.95,V1 RETAIL,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5073,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,43,39,45,38.95,38.95,Smart Start Store,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5074,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,44,39,45,38.95,38.95,PREGMATE,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5075,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,45,39,45,38.95,38.95,Value Mart Online,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5076,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,57,47,45,38.95,38.95,Warehouse Direct Store,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5077,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,58,47,45,38.95,38.95,Smart Start Store,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5078,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,63,50,45,38.95,38.95,Value Mart Online,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5079,"Nizoral AntiDandruff Shampoo, 7-Ounce Bottles",2016-06-17,46,40,46,39.94,39.94,AmericanWholesale,Other,11.04,Amazon,Ships from and sold by Amazon.com.,16.52
5080,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,1,1,1,2.97,2.97,VetmedUSA,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5081,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,2,2,2,2.99,2.99,Lowest Priced Tests,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5082,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,3,3,3,3.1,3.1,Treasure Zone,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5083,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,4,4,4,3.38,3.38,Medical Products Depot,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5084,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,5,5,5,4.1,4.1,PTDUNRITE,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5085,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,11,10,6,5.95,5.95,Specialty Nutrition Store,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5086,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,12,11,7,6.79,6.79,Annie Howes Craft Kits,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5087,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,13,12,8,7.52,7.52,Diabetes Health Supplies,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5088,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,14,13,9,7.95,7.95,BIG APPLE SUPPLIES,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5089,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,6,6,10,4.41,9.68,OZ Medical Supply,FBA,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5090,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,7,7,11,4.66,9.93,Prime Medical Store,FBA,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5091,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,8,7,11,4.66,9.93,Amazon.com,Amazon,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5092,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,9,8,12,4.79,10.06,MedicalRite,FBA,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5093,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,15,14,13,10.26,10.26,BH MedWear,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5094,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,10,9,14,5.13,10.4,BP MEDICAL SUPPLIES,FBA,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5095,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,16,15,15,10.99,10.99,Environmental Safety Services,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5096,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,17,16,16,17.98,17.98,Health Products For You,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5097,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,18,17,17,18.77,18.77,Serving Your Success,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5098,"Non-Sterile Graduated Plastic Medicine Cups, 100 Count",2016-06-21,19,18,18,34.58,34.58,Greenlife Store,Other,4.41,FBA,Sold by OZ Medical Supply and Fulfilled by Amazon.,9.68
5099,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,1,1,1,29.98,36.57,Amazon.com,Amazon,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5100,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,5,5,2,39.29,39.29,"Wag.com (Quidsi Retail, an Amazon company)",Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5101,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,6,6,3,39.57,39.57,PICCARDMEDS4PETS,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5102,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,7,7,4,39.94,39.94,Athlete Packs,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5103,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,8,8,5,39.94,39.94,Pet Med Store,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5104,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,9,9,6,40.95,40.95,KV Pet,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5105,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,10,10,7,41.76,41.76,TrendyWatch,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5106,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,21,19,8,41.98,41.98,TrendyWatch,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5107,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,11,11,9,44.8,44.8,ez bAZaar,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5108,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,12,12,10,44.84,44.84,Pet Supplies Delivered / Omaha Vaccine,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5109,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,13,13,11,44.85,44.85,Box O' Mart,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5110,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,2,2,12,38.69,45.28,Spend Less LLC,FBA,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5111,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,3,3,13,38.96,45.55,TheNewMall,FBA,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5112,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,4,4,14,39.29,45.88,Quidsi Retail LLC,FBA,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5113,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,14,14,15,45.88,45.88,ValuePetSupplies,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5114,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,15,15,16,47,47,MYLE Network,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5115,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,22,20,16,47,47,MYLE Network,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5116,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,31,26,16,47,47,MYLE Network,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5117,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,32,26,16,47,47,MYLE Network,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5118,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,16,16,17,48.13,48.13,EntirelyPets,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5119,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,17,17,18,49.1,49.1,SellerTech0101,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5120,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,18,18,19,49.95,49.95,V1 RETAIL,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5121,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,19,18,19,49.95,49.95,TERRA BEAUTY,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5122,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,20,18,19,49.95,49.95,Warehouse Direct Store,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5123,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,23,21,20,49.98,49.98,ABOVE AND BEYOND STORE,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5124,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,24,21,20,49.98,49.98,Value Mart Online,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5125,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,25,21,20,49.98,49.98,PREGMATE,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5126,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,26,22,21,49.99,49.99,MINDeyes,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5127,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,33,27,22,50.03,50.03,Box O' Mart,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5128,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,27,23,23,61.8,61.8,Daily Market,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5129,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,28,24,24,71.98999999999999,71.98999999999999,Today I Can,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5130,Nutramax Cosequin DS PLUS MSM Chewable Tablets,2016-09-06,29,25,25,74.95999999999999,74.95999999999999,DDN INC,Other,29.98,Amazon,Ships from and sold by Amazon.com.,36.57
5131,OWI  14-in-1 Solar Robot,2016-08-30,8,6,1,24.79,24.79,V Vesta,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5132,OWI  14-in-1 Solar Robot,2016-08-30,9,7,2,25.12,25.12,"YoYo.com (Quidsi Retail, an Amazon company)",Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5133,OWI  14-in-1 Solar Robot,2016-08-30,10,8,3,26.51,26.51,The Painted Shelf,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5134,OWI  14-in-1 Solar Robot,2016-08-30,1,1,4,20.69,27.05,XoomBot,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5135,OWI  14-in-1 Solar Robot,2016-08-30,2,1,4,20.69,27.05,CBR Adventures,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5136,OWI  14-in-1 Solar Robot,2016-08-30,3,2,5,20.71,27.07,Amazon.com,Amazon,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5137,OWI  14-in-1 Solar Robot,2016-08-30,4,3,6,20.99,27.35,Imagine Branch,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5138,OWI  14-in-1 Solar Robot,2016-08-30,5,3,6,20.99,27.35,syoung878,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5139,OWI  14-in-1 Solar Robot,2016-08-30,6,4,7,21.5,27.86,"Gizoo, Gadgets & Gifts",FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5140,OWI  14-in-1 Solar Robot,2016-08-30,7,5,8,24.5,30.86,ComputerGear & More,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5141,OWI  14-in-1 Solar Robot,2016-08-30,14,12,9,30.94,30.94,TheJungleStore,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5142,OWI  14-in-1 Solar Robot,2016-08-30,16,14,10,31.95,31.95,S&S Worldwide,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5143,OWI  14-in-1 Solar Robot,2016-08-30,17,15,11,32.75,32.75,Sumi&Bi Shop,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5144,OWI  14-in-1 Solar Robot,2016-08-30,11,9,12,26.64,33,Avalanche Brands,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5145,OWI  14-in-1 Solar Robot,2016-08-30,18,16,13,33.89,33.89,AmaWood,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5146,OWI  14-in-1 Solar Robot,2016-08-30,19,17,14,34.46,34.46,xUmp Science,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5147,OWI  14-in-1 Solar Robot,2016-08-30,20,18,15,34.74,34.74,Red Shed Supply,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5148,OWI  14-in-1 Solar Robot,2016-08-30,21,19,16,34.9,34.9,Scientifics Online,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5149,OWI  14-in-1 Solar Robot,2016-08-30,22,20,17,34.97,34.97,Electronickits,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5150,OWI  14-in-1 Solar Robot,2016-08-30,23,21,18,35.48,35.48,Isaiah40and31,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5151,OWI  14-in-1 Solar Robot,2016-08-30,24,22,19,35.6,35.6,Supreme Hobbies,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5152,OWI  14-in-1 Solar Robot,2016-08-30,25,23,20,36.21,36.21,Happy Titan,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5153,OWI  14-in-1 Solar Robot,2016-08-30,12,10,21,29.99,36.35,TnsDeals,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5154,OWI  14-in-1 Solar Robot,2016-08-30,13,11,22,30.57,36.93,Toysonics,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5155,OWI  14-in-1 Solar Robot,2016-08-30,15,13,23,30.99,37.35,4 TECH,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5156,OWI  14-in-1 Solar Robot,2016-08-30,27,25,24,37.99,37.99,Eio,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5157,OWI  14-in-1 Solar Robot,2016-08-30,28,26,25,39.6,39.6,DropAir,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5158,OWI  14-in-1 Solar Robot,2016-08-30,29,27,26,39.95,39.95,The Boeing Store,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5159,OWI  14-in-1 Solar Robot,2016-08-30,30,28,27,40.35,40.35,Fat Brain Toys,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5160,OWI  14-in-1 Solar Robot,2016-08-30,31,29,28,40.98,40.98,pow_science,Other,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5161,OWI  14-in-1 Solar Robot,2016-08-30,26,24,29,37.99,44.35,GUARANTEED SATISFACTION,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5162,OWI  14-in-1 Solar Robot,2016-08-30,32,30,30,41,47.36,FastnBest LLC,FBA,20.69,FBA,Sold by XoomBot and Fulfilled by Amazon.,27.05
5163,OXO Good Grips All-Purpose Squeegee,2016-06-18,2,2,1,10.98,10.98,Maxi-Aids,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5164,OXO Good Grips All-Purpose Squeegee,2016-06-18,3,3,2,11.48,11.48,"Casa.com (Quidsi Retail, an Amazon company)",Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5165,OXO Good Grips All-Purpose Squeegee,2016-06-18,4,3,2,11.48,11.48,EasyGlobalBuying,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5166,OXO Good Grips All-Purpose Squeegee,2016-06-18,5,4,3,11.54,11.54,WineStuff,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5167,OXO Good Grips All-Purpose Squeegee,2016-06-18,1,1,4,6.99,13.49,Amazon.com,Amazon,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5168,OXO Good Grips All-Purpose Squeegee,2016-06-18,8,7,5,14.08,14.08,Golda's Kitchen,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5169,OXO Good Grips All-Purpose Squeegee,2016-06-18,9,8,6,14.98,14.98,MyCuisina,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5170,OXO Good Grips All-Purpose Squeegee,2016-06-18,6,5,7,11.86,18.36,Magic Package,FBA,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5171,OXO Good Grips All-Purpose Squeegee,2016-06-18,11,10,7,11.86,18.36,WineStuff,FBA,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5172,OXO Good Grips All-Purpose Squeegee,2016-06-18,7,6,8,13,19.5,ExcellentBuyJames!,FBA,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5173,OXO Good Grips All-Purpose Squeegee,2016-06-18,10,9,9,21.94,21.94,First Choice Unlimited,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5174,OXO Good Grips All-Purpose Squeegee,2016-06-18,12,11,9,21.94,21.94,Smile Holiday,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5175,OXO Good Grips All-Purpose Squeegee,2016-06-18,13,12,10,22.84,22.84,Goods: Better Best!,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5176,OXO Good Grips All-Purpose Squeegee,2016-06-18,14,13,11,22.93,22.93,DDN INC,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5177,OXO Good Grips All-Purpose Squeegee,2016-06-18,15,14,12,28.98,28.98,DDN INC,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5178,OXO Good Grips All-Purpose Squeegee,2016-06-18,16,15,13,29.98,29.98,TeaBoxes,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5179,OXO Good Grips All-Purpose Squeegee,2016-06-18,17,16,14,29.99,36.49,Bois Blanc Supply,FBA,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5180,OXO Good Grips All-Purpose Squeegee,2016-06-18,18,17,15,39.99,39.99,Melon007,Other,6.99,Amazon,Ships from and sold by Amazon.com.,13.49
5181,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,3,3,1,9.99,9.99,Kidsland,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5182,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,4,4,2,11.78,11.78,"Diapers.com (Quidsi Retail, an Amazon company)",Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5183,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,5,5,3,12.48,12.48,EasyGlobalBuying,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5184,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,6,6,4,12.99,12.99,The Peppermill Inc,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5185,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,7,7,5,13.03,13.03,Macro Baby,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5186,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,8,8,6,13.67,13.67,Home Generals,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5187,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,1,1,7,7.99,14.06,Amazon.com,Amazon,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5188,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,2,2,8,9.35,15.42,Avalanche Brands,FBA,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5189,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,9,9,9,15.94,15.94,Our Baby Our World,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5190,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,10,10,10,15.99,15.99,shelproducts,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5191,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,11,11,11,16.43,16.43,WOERA,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5192,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,12,12,12,17.82,17.82,DropAir,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5193,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,13,13,13,17.83,17.83,katanim,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5194,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,14,14,14,19.99,19.99,Home Master Goods & Tools Needs,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5195,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,15,15,15,20.34,20.34,justwhatiwanted,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5196,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,16,16,16,24.75,24.75,Mild Shop,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5197,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,17,17,17,24.98,24.98,Namtip Store,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5198,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,18,18,18,25,25,American Premium Store,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
5199,OXO Tot Silicone Tub Drain Stopper- Aqua,2016-09-06,19,19,19,38.99,38.99,DDN INC,Other,7.99,Amazon,Ships from and sold by Amazon.com.,14.06
